CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited,BalanceINR
15596181,€65942.26,1,Yes,8,Yes,1,5934803.4
15576602,€0.0,2,Yes,3,Yes,0,0
15644833,€0.0,1,No,2,No,1,0
15734634,€100912.19,1,No,5,No,0,9082097.1
15808689,€0.0,2,Yes,4,Yes,0,0
15720702,€0.0,1,No,3,No,1,0
15665077,€0.0,3,Yes,5,Yes,1,0
15763612,€124439.49,2,Yes,2,Yes,0,11199554.1
15596493,€0.0,2,Yes,7,Yes,0,0
15704483,€0.0,2,No,6,No,0,0
15598846,€58781.76,1,No,2,No,0,5290358.4
15629244,€159453.64,2,No,7,No,1,14350827.6
15765537,€142721.52,1,Yes,2,Yes,0,12844936.8
15729975,€167795.6,1,Yes,8,Yes,0,15101604
15682773,€128345.69,2,No,3,No,0,11551112.1
15688007,€165260.98,1,Yes,3,Yes,0,14873488.2
15574331,€118233.81,1,Yes,3,Yes,1,10641042.9
15645572,€0.0,1,No,6,No,1,0
15742854,€0.0,2,No,8,No,0,0
15575417,€143452.74,2,Yes,7,Yes,0,12910746.6
15796721,€145018.49,2,Yes,3,Yes,0,13051664.1
15734942,€82407.51,1,No,8,No,0,7416675.9
15664772,€79460.98,2,Yes,1,Yes,0,7151488.2
15576683,€0.0,1,No,9,No,1,0
15682563,€126473.99,1,No,5,No,0,11382659.1
15650889,€133537.1,2,No,10,No,0,12018339
15612108,€164978.01,1,Yes,5,Yes,0,14848020.9
15761132,€128029.72,1,Yes,7,Yes,0,11522674.8
15645511,€97403.18,1,Yes,2,Yes,1,8766286.2
15609824,€176845.41,3,No,7,No,1,15916086.9
15640268,€0.0,1,Yes,4,Yes,0,0
15645778,€81589.04,1,No,3,No,0,7343013.6
15691104,€119507.58,2,No,6,No,1,10755682.2
15714567,€0.0,2,No,6,No,0,0
15777826,€94443.77,1,Yes,5,Yes,0,8499939.3
15668445,€0.0,2,Yes,2,Yes,0,0
15576162,€92199.84,1,Yes,7,Yes,0,8297985.6
15778135,€0.0,1,No,3,No,0,0
15613141,€135756.96,1,Yes,3,Yes,0,12218126.4
15635435,€120633.42,1,No,9,No,1,10857007.8
15596552,€134542.73,1,Yes,5,Yes,1,12108845.7
15623644,€0.0,2,No,7,No,0,0
15683403,€0.0,1,Yes,7,Yes,1,0
15615029,€0.0,1,Yes,6,Yes,0,0
15769005,€154344.49,2,Yes,4,Yes,0,13891004.1
15746326,€0.0,2,Yes,3,Yes,0,0
15722364,€189026.53,2,Yes,9,Yes,0,17012387.7
15704954,€120764.08,1,Yes,0,Yes,0,10868767.2
15694409,€97975.82,2,Yes,3,Yes,0,8817823.8
15754068,€0.0,2,Yes,4,Yes,0,0
15683841,€113270.2,2,Yes,10,Yes,0,10194318
15789095,€0.0,2,Yes,4,Yes,0,0
15719958,€124548.99,2,Yes,3,Yes,0,11209409.1
15689514,€201696.07,1,No,8,No,1,18152646.3
15621353,€0.0,2,No,7,No,0,0
15627232,€114203.47,1,Yes,7,Yes,1,10278312.3
15745843,€0.0,2,Yes,4,Yes,0,0
15722902,€125437.64,1,Yes,8,Yes,1,11289387.6
15791767,€0.0,2,No,7,No,0,0
15792722,€64897.75,1,No,8,No,0,5840797.5
15723006,€0.0,2,Yes,8,Yes,0,0
15771942,€135555.66,1,No,9,No,1,12200009.4
15774738,€107764.75,1,No,3,No,0,9698827.5
15574004,€117307.44,2,Yes,6,Yes,0,10557669.6
15587233,€73700.12,3,Yes,8,Yes,1,6633010.8
15808228,€60603.4,1,Yes,6,Yes,0,5454306
15682834,€40169.88,2,Yes,4,Yes,0,3615289.2
15571752,€92041.87,1,Yes,10,Yes,0,8283768.3
15743067,€130483.95,1,No,3,No,0,11743555.5
15714466,€0.0,3,No,5,No,1,0
15617982,€0.0,2,No,3,No,0,0
15696637,€151097.28,1,Yes,10,Yes,0,13598755.2
15690647,€67563.31,1,No,8,No,1,6080697.9
15672756,€112808.18,1,Yes,8,Yes,0,10152736.2
15704586,€0.0,2,Yes,7,Yes,0,0
15674526,€86459.8,1,Yes,4,Yes,0,7781382
15775295,€118633.08,1,Yes,0,Yes,1,10676977.2
15684196,€159441.27,1,No,2,No,1,14349714.3
15727281,€0.0,2,No,9,No,0,0
15787835,€125212.65,2,Yes,4,Yes,1,11269138.5
15730540,€88656.37,2,No,8,No,0,7979073.3
15646276,€146033.62,1,No,2,No,0,13143025.8
15582180,€120268.13,1,Yes,9,Yes,0,10824131.7
15697095,€0.0,2,No,7,No,0,0
15748797,€0.0,1,No,0,No,1,0
15754796,€135070.58,2,Yes,4,Yes,1,12156352.2
15628947,€0.0,2,No,3,No,1,0
15775546,€0.0,2,No,5,No,0,0
15670481,€122550.05,2,Yes,9,Yes,0,11029504.5
15619029,€0.0,2,No,2,No,0,0
15613282,€130306.49,1,No,8,No,0,11727584.1
15721487,€0.0,1,Yes,6,Yes,0,0
15797276,€90350.77,1,No,4,No,1,8131569.3
15612494,€128747.69,1,No,6,No,1,11587292.1
15629617,€126873.52,1,Yes,2,Yes,0,11418616.8
15600821,€108424.19,1,Yes,2,Yes,0,9758177.1
15579062,€0.0,2,No,9,No,0,0
15814268,€84350.07,1,No,5,No,0,7591506.3
15710164,€0.0,2,No,7,No,1,0
15693904,€84958.6,2,Yes,4,Yes,0,7646274
15588986,€99097.36,1,Yes,4,Yes,0,8918762.4
15797733,€136622.55,2,No,10,No,0,12296029.5
15620507,€156771.68,1,Yes,5,Yes,0,14109451.2
15685150,€167658.33,2,Yes,7,Yes,0,15089249.7
15667651,€0.0,2,No,8,No,0,0
15774166,€109483.54,2,Yes,2,Yes,0,9853518.6
15649280,€134504.78,1,No,9,No,0,12105430.2
15705657,€114427.86,1,Yes,2,Yes,0,10298507.4
15753969,€83888.54,1,Yes,5,Yes,0,7549968.6
15742378,€110029.77,1,No,5,No,0,9902679.3
15794874,€127523.75,1,Yes,9,Yes,0,11477137.5
15589221,€139762.13,2,Yes,1,Yes,0,12578591.7
15596671,€91611.12,1,No,8,No,1,8245000.8
15583668,€109471.79,1,Yes,2,Yes,0,9852461.1
15710206,€150500.64,1,No,4,No,0,13545057.6
15799966,€101609.77,1,No,9,No,1,9144879.3
15794560,€0.0,1,Yes,5,Yes,0,0
15626485,€78892.23,1,Yes,8,Yes,0,7100300.7
15703143,€82344.84,1,Yes,3,Yes,0,7411035.6
15809772,€0.0,1,No,2,No,0,0
15687959,€0.0,1,Yes,4,Yes,0,0
15585282,€127706.33,2,Yes,1,Yes,0,11493569.7
15714993,€124349.34,1,No,9,No,0,11191440.6
15596021,€0.0,2,No,8,No,0,0
15646615,€119336.29,2,Yes,1,Yes,0,10740266.1
15742632,€0.0,1,Yes,9,Yes,0,0
15574068,€104217.3,1,No,9,No,1,9379557
15806967,€0.0,1,Yes,7,Yes,0,0
15796334,€144757.02,1,No,10,No,1,13028131.8
15688713,€0.0,1,Yes,6,Yes,0,0
15796179,€0.0,1,No,8,No,0,0
15598751,€0.0,3,No,6,No,1,0
15703019,€0.0,2,Yes,10,Yes,0,0
15646302,€100169.51,1,No,7,No,0,9015255.9
15680855,€145731.83,1,Yes,2,Yes,0,13115864.7
15697311,€110802.03,1,Yes,5,Yes,1,9972182.7
15585367,€120392.99,1,No,4,No,1,10835369.1
15726556,€135067.52,2,No,6,No,0,12156076.8
15676242,€136556.44,1,No,3,No,1,12290079.6
15684198,€0.0,2,Yes,10,Yes,0,0
15774882,€99587.43,1,Yes,3,Yes,1,8962868.7
15714227,€0.0,1,Yes,7,Yes,0,0
15608653,€70731.07,1,Yes,7,Yes,1,6365796.3
15784280,€109342.82,2,Yes,2,Yes,0,9840853.8
15789546,€0.0,2,No,8,No,0,0
15590320,€0.0,2,Yes,4,Yes,0,0
15678385,€78247.31,2,Yes,2,Yes,0,7042257.9
15571778,€117561.49,1,No,10,No,1,10580534.1
15657085,€88980.32,1,Yes,10,Yes,0,8008228.8
15640627,€0.0,2,No,4,No,0,0
15566211,€103560.57,1,No,1,No,1,9320451.3
15669293,€113308.84,1,Yes,5,Yes,0,10197795.6
15595067,€0.0,2,Yes,6,Yes,0,0
15753566,€63763.49,1,No,3,No,0,5738714.1
15650391,€169988.35,1,No,7,No,0,15298951.5
15681843,€180303.24,2,No,0,No,0,16227291.6
15814846,€0.0,1,No,3,No,1,0
15670374,€120656.86,4,No,1,No,1,10859117.4
15762332,€61592.14,2,Yes,1,Yes,0,5543292.6
15700223,€164701.68,1,Yes,4,Yes,0,14823151.2
15729956,€80780.16,1,Yes,1,Yes,0,7270214.4
15594862,€0.0,2,No,8,No,0,0
15598782,€154221.37,2,Yes,6,Yes,0,13879923.3
15745080,€0.0,1,No,8,No,0,0
15703399,€101641.14,2,Yes,5,Yes,0,9147702.6
15732175,€0.0,1,Yes,2,Yes,0,0
15630725,€92786.66,1,No,5,No,1,8350799.4
15640260,€131081.66,2,Yes,8,Yes,0,11797349.4
15716822,€98014.74,1,Yes,5,Yes,0,8821326.6
15583748,€0.0,2,No,8,No,0,0
15605968,€97460.1,1,Yes,8,Yes,0,8771409
15790683,€104077.19,2,Yes,1,Yes,0,9366947.1
15607713,€0.0,2,Yes,1,Yes,0,0
15700212,€0.0,2,No,10,No,1,0
15626710,€0.0,1,Yes,4,Yes,0,0
15716491,€93656.95,1,Yes,4,Yes,1,8429125.5
15625824,€121345.88,4,No,6,No,1,10921129.2
15617705,€141675.23,1,Yes,8,Yes,0,12750770.7
15761976,€0.0,2,No,8,No,0,0
15634891,€102365.49,1,No,7,No,1,9212894.1
15744517,€0.0,1,No,9,No,1,0
15686963,€0.0,1,No,3,No,0,0
15808189,€0.0,2,Yes,6,Yes,0,0
15580845,€101868.51,1,Yes,7,Yes,0,9168165.9
15799156,€0.0,2,No,8,No,0,0
15694296,€112392.45,2,No,9,No,0,10115320.5
15677049,€106570.34,2,Yes,7,Yes,0,9591330.6
15583595,€0.0,1,Yes,8,Yes,0,0
15590146,€81947.76,1,Yes,1,Yes,1,7375298.4
15801548,€144162.3,2,Yes,7,Yes,0,12974607
15660833,€86350.87,2,No,5,No,0,7771578.3
15762277,€158623.14,1,No,5,No,1,14276082.6
15791302,€0.0,2,No,8,No,0,0
15798975,€132403.56,1,No,4,No,1,11916320.4
15599956,€0.0,2,No,10,No,0,0
15577274,€134985.66,1,No,3,No,0,12148709.4
15701200,€0.0,2,Yes,6,Yes,0,0
15638149,€103772.45,1,No,6,No,0,9339520.5
15786199,€133040.32,1,Yes,2,Yes,0,11973628.8
15701765,€0.0,2,No,0,No,0,0
15586974,€0.0,2,Yes,10,Yes,0,0
15729040,€0.0,2,No,2,No,0,0
15788676,€71460.67,2,Yes,8,Yes,0,6431460.3
15602497,€133214.13,1,Yes,6,Yes,0,11989271.7
15701333,€96558.66,1,No,7,No,0,8690279.4
15812071,€93806.31,2,Yes,6,Yes,0,8442567.9
15634375,€0.0,2,No,8,No,0,0
15738267,€124043.8,1,Yes,3,Yes,1,11163942
15786800,€131694.97,1,Yes,5,Yes,1,11852547.3
15591130,€0.0,2,Yes,6,Yes,0,0
15720662,€106266.8,1,Yes,1,Yes,0,9564012
15751531,€0.0,2,Yes,8,Yes,0,0
15653595,€0.0,2,Yes,6,Yes,0,0
15568360,€139840.36,1,Yes,4,Yes,0,12585632.4
15781210,€0.0,2,No,8,No,0,0
15668058,€124098.54,1,No,8,No,0,11168868.6
15597131,€145807.59,1,Yes,5,Yes,0,13122683.1
15697283,€0.0,2,No,8,No,0,0
15640953,€107508.93,2,Yes,2,Yes,0,9675803.7
15715031,€0.0,2,Yes,6,Yes,0,0
15589660,€145980.23,1,Yes,1,Yes,0,13138220.7
15769818,€212778.2,1,Yes,3,Yes,0,19150038
15782736,€152522.47,1,Yes,4,Yes,1,13727022.3
15614818,€168964.77,1,Yes,9,Yes,0,15206829.3
15794014,€0.0,2,No,8,No,0,0
15732448,€0.0,1,Yes,8,Yes,0,0
15723411,€98266.3,1,Yes,4,Yes,0,8843967
15797686,€113000.92,1,Yes,8,Yes,0,10170082.8
15605950,€137060.88,2,Yes,1,Yes,0,12335479.2
15812497,€112146.12,1,No,5,No,0,10093150.8
15690678,€129307.32,1,Yes,4,Yes,0,11637658.8
15747677,€163975.09,1,Yes,6,Yes,0,14757758.1
15618926,€0.0,2,Yes,7,Yes,0,0
15673908,€158414.85,1,Yes,6,Yes,0,14257336.5
15727944,€92072.68,1,Yes,1,Yes,0,8286541.2
15807294,€88243.29,2,Yes,2,Yes,0,7941896.1
15618581,€0.0,2,Yes,8,Yes,0,0
15584364,€59486.31,1,No,4,No,1,5353767.9
15599552,€0.0,2,Yes,2,Yes,0,0
15749177,€0.0,2,Yes,7,Yes,0,0
15718779,€0.0,1,Yes,1,Yes,0,0
15568106,€119278.01,2,Yes,8,Yes,0,10735020.9
15779481,€158741.43,2,Yes,4,Yes,0,14286728.7
15709994,€140596.95,1,Yes,7,Yes,1,12653725.5
15772777,€0.0,2,Yes,10,Yes,0,0
15706815,€90432.92,1,Yes,2,Yes,1,8138962.8
15618018,€104783.81,2,Yes,1,Yes,0,9430542.9
15671032,€77992.97,2,Yes,0,Yes,0,7019367.3
15634281,€110822.9,1,No,10,No,0,9974061
15766374,€119624.6,2,Yes,4,Yes,0,10766214
15600991,€109052.59,2,Yes,6,Yes,1,9814733.1
15777576,€139129.44,1,Yes,5,Yes,0,12521649.6
15742613,€152324.66,2,No,8,No,0,13709219.4
15649523,€0.0,2,No,1,No,0,0
15651063,€127480.58,2,No,9,No,0,11473252.2
15683124,€115029.4,1,No,6,No,1,10352646
15618314,€114005.78,1,Yes,8,Yes,0,10260520.2
15670823,€116646.76,1,No,1,No,1,10498208.4
15607133,€110864.38,2,Yes,1,Yes,1,9977794.2
15615012,€156267.59,1,No,5,No,0,14064083.1
15725141,€109528.28,1,No,3,No,1,9857545.2
15623560,€102482.76,1,Yes,6,Yes,0,9223448.4
15693018,€115563.71,1,Yes,10,Yes,0,10400733.9
15636756,€0.0,2,No,2,No,0,0
15647474,€95624.36,2,Yes,9,Yes,0,8606192.4
15576714,€0.0,2,Yes,8,Yes,0,0
15585047,€160376.61,1,No,7,No,0,14433894.9
15743976,€37702.79,1,Yes,8,Yes,0,3393251.1
15793881,€118273.83,1,Yes,6,Yes,0,10644644.7
15576517,€131082.17,2,Yes,7,Yes,0,11797395.3
15631072,€94456.0,2,Yes,1,Yes,0,8501040
15730394,€0.0,2,No,8,No,1,0
15631460,€0.0,2,Yes,3,Yes,0,0
15692002,€93791.38,1,Yes,6,Yes,0,8441224.2
15595282,€0.0,2,No,4,No,0,0
15789548,€0.0,2,Yes,7,Yes,0,0
15758035,€155973.13,1,Yes,7,Yes,0,14037581.7
15617518,€89409.95,1,Yes,7,Yes,0,8046895.5
15651802,€97854.37,2,No,5,No,0,8806893.3
15631813,€0.0,2,Yes,6,Yes,0,0
15729668,€60280.62,1,No,3,No,0,5425255.8
15741728,€135216.8,1,Yes,7,Yes,0,12169512
15576676,€124923.35,2,Yes,6,Yes,0,11243101.5
15711378,€0.0,2,No,4,No,0,0
15765520,€188614.07,1,No,7,No,0,16975266.3
15656726,€62321.62,1,Yes,5,Yes,0,5608945.8
15647842,€120782.7,1,No,8,No,1,10870443
15719309,€115961.58,2,Yes,1,Yes,0,10436542.2
15748718,€115062.61,1,No,2,No,0,10355634.9
15594404,€160602.25,2,No,8,No,0,14454202.5
15751158,€108825.34,3,No,4,No,1,9794280.6
15593470,€166287.85,1,Yes,8,Yes,0,14965906.5
15695129,€152663.77,1,Yes,1,Yes,0,13739739.3
15640865,€80844.69,2,Yes,9,Yes,0,7276022.1
15714080,€97001.36,2,No,2,No,0,8730122.4
15648721,€0.0,2,Yes,4,Yes,0,0
15801466,€122524.61,2,No,2,No,0,11027214.9
15750248,€132292.63,1,No,8,No,0,11906336.7
15758726,€0.0,2,Yes,0,Yes,0,0
15781553,€91502.99,1,No,9,No,1,8235269.1
15649121,€0.0,1,No,3,No,1,0
15674811,€59385.98,2,Yes,3,Yes,0,5344738.2
15646037,€0.0,3,Yes,9,Yes,0,0
15722578,€97956.5,1,Yes,6,Yes,0,8816085
15665695,€0.0,2,Yes,4,Yes,0,0
15801062,€0.0,2,Yes,4,Yes,0,0
15662955,€141223.68,2,No,8,No,0,12710131.2
15770309,€151762.74,1,Yes,10,Yes,0,13658646.6
15657386,€141749.74,2,Yes,1,Yes,0,12757476.6
15777797,€75075.14,1,Yes,5,Yes,1,6756762.6
15783955,€165686.11,2,No,4,No,0,14911749.9
15804516,€0.0,1,No,2,No,0,0
15681758,€0.0,2,No,10,No,0,0
15630321,€0.0,2,No,3,No,0,0
15588248,€0.0,2,Yes,0,Yes,1,0
15591932,€92961.61,1,No,5,No,0,8366544.9
15810347,€0.0,2,Yes,9,Yes,0,0
15595303,€130812.91,1,Yes,5,Yes,1,11773161.9
15634950,€107174.58,1,Yes,8,Yes,1,9645712.2
15685372,€152677.48,1,Yes,1,Yes,1,13740973.2
15745827,€132005.77,1,No,3,No,0,11880519.3
15755868,€0.0,1,No,7,No,0,0
15735222,€0.0,2,Yes,5,Yes,0,0
15604804,€127305.5,1,Yes,7,Yes,0,11457495
15718944,€0.0,2,No,6,No,0,0
15678626,€0.0,2,No,0,No,0,0
15571550,€0.0,1,No,9,No,0,0
15723053,€170291.22,2,Yes,8,Yes,0,15326209.8
15661528,€102562.23,1,No,5,No,0,9230600.7
15754177,€111061.01,2,No,2,No,0,9995490.9
15683544,€0.0,1,Yes,3,Yes,0,0
15708048,€124379.14,1,No,4,No,0,11194122.6
15701109,€0.0,1,Yes,7,Yes,0,0
15600110,€57745.76,1,No,3,No,0,5197118.4
15651533,€129293.74,1,No,5,No,1,11636436.6
15777904,€0.0,2,Yes,7,Yes,0,0
15655574,€150777.1,1,No,8,No,0,13569939
15569423,€0.0,2,No,4,No,0,0
15718106,€0.0,2,No,6,No,0,0
15585067,€108632.48,1,Yes,9,Yes,1,9776923.2
15675501,€153861.1,1,Yes,5,Yes,0,13847499
15633233,€100374.58,1,No,1,No,1,9033712.2
15667134,€0.0,2,No,8,No,0,0
15659105,€61196.54,1,No,9,No,0,5507688.6
15575409,€116891.72,1,No,6,No,0,10520254.8
15752342,€133656.91,3,No,6,No,1,12029121.9
15654851,€92911.52,1,Yes,2,Yes,0,8362036.8
15741429,€119825.75,2,Yes,9,Yes,0,10784317.5
15682356,€111852.84,2,No,7,No,0,10066755.6
15806447,€106683.52,2,Yes,0,Yes,0,9601516.8
15800229,€139022.24,1,Yes,7,Yes,0,12512001.6
15663441,€148571.07,1,No,4,No,1,13371396.3
15791991,€0.0,1,Yes,4,Yes,0,0
15775082,€129776.72,2,Yes,1,Yes,0,11679904.8
15579706,€0.0,1,No,5,No,1,0
15718247,€0.0,2,Yes,8,Yes,0,0
15755722,€0.0,1,No,10,No,0,0
15582259,€0.0,2,Yes,7,Yes,0,0
15716994,€114739.92,1,No,3,No,1,10326592.8
15586880,€122545.65,2,Yes,2,Yes,0,11029108.5
15713854,€0.0,2,No,6,No,0,0
15780835,€131908.35,1,Yes,1,Yes,0,11871751.5
15675896,€105722.69,1,Yes,7,Yes,1,9515042.1
15658459,€0.0,2,No,10,No,0,0
15658057,€0.0,3,No,8,No,1,0
15801767,€0.0,2,No,8,No,0,0
15569178,€82767.42,1,No,4,No,0,7449067.8
15731478,€87842.98,1,No,1,No,0,7905868.2
15811236,€133261.13,1,Yes,6,Yes,0,11993501.7
15746749,€0.0,2,Yes,3,Yes,0,0
15662758,€97925.11,1,No,0,No,0,8813259.9
15709387,€0.0,1,Yes,5,Yes,0,0
15572093,€140453.91,1,No,7,No,0,12640851.9
15713826,€117356.19,1,No,0,No,1,10562057.1
15570205,€0.0,2,Yes,5,Yes,0,0
15589348,€137204.77,1,Yes,4,Yes,0,12348429.3
15804610,€0.0,2,Yes,1,Yes,0,0
15700854,€0.0,1,No,8,No,1,0
15758836,€54098.18,2,Yes,3,Yes,0,4868836.2
15772933,€0.0,1,Yes,8,Yes,0,0
15809006,€113758.48,2,No,7,No,0,10238263.2
15689612,€0.0,1,Yes,8,Yes,0,0
15744614,€118636.92,1,Yes,9,Yes,0,10677322.8
15704250,€0.0,2,No,7,No,0,0
15700255,€95488.82,2,No,8,No,0,8593993.8
15669410,€110829.52,2,No,8,No,0,9974656.8
15807595,€144244.59,2,No,7,No,0,12982013.1
15664523,€122021.92,2,No,8,No,0,10981972.8
15642833,€0.0,2,No,8,No,0,0
15605279,€0.0,4,Yes,9,Yes,1,0
15713644,€0.0,2,No,5,No,0,0
15750466,€85839.62,1,No,1,No,0,7725565.8
15739054,€96974.97,1,Yes,4,Yes,0,8727747.3
15612771,€148172.44,1,Yes,4,Yes,0,13335519.6
15788483,€0.0,1,No,0,No,0,0
15732832,€0.0,2,No,5,No,0,0
15772892,€0.0,1,No,2,No,0,0
15713843,€0.0,2,Yes,2,Yes,0,0
15567993,€134766.85,1,No,8,No,0,12129016.5
15617603,€123210.56,2,Yes,5,Yes,0,11088950.4
15744983,€139887.01,1,Yes,1,Yes,0,12589830.9
15630419,€149961.11,1,No,9,No,0,13496499.9
15738828,€152880.97,1,No,6,No,0,13759287.3
15778025,€108589.47,2,Yes,9,Yes,0,9773052.3
15799479,€0.0,1,Yes,9,Yes,0,0
15684269,€56674.48,1,No,3,No,1,5100703.2
15762745,€0.0,1,No,8,No,0,0
15746970,€0.0,2,Yes,1,Yes,0,0
15725024,€105663.56,2,Yes,3,Yes,0,9509720.4
15592116,€0.0,2,No,7,No,0,0
15624391,€100683.54,1,Yes,5,Yes,0,9061518.6
15567422,€0.0,2,No,6,No,0,0
15612627,€139541.58,2,No,5,No,0,12558742.2
15574879,€121801.72,2,Yes,2,Yes,0,10962154.8
15745107,€112281.7,1,Yes,5,Yes,0,10105353
15734491,€0.0,2,Yes,4,Yes,0,0
15675320,€93499.82,2,No,5,No,0,8414983.8
15643824,€132255.99,2,Yes,0,Yes,0,11903039.1
15643438,€0.0,2,No,7,No,0,0
15721730,€0.0,2,No,4,No,0,0
15680727,€121973.28,1,No,5,No,0,10977595.2
15752508,€99462.8,2,Yes,7,Yes,0,8951652
15808846,€165878.76,2,Yes,3,Yes,0,14929088.4
15727251,€117494.27,1,No,8,No,0,10574484.3
15663489,€138577.34,1,No,0,No,0,12471960.6
15683677,€0.0,1,Yes,9,Yes,0,0
15596414,€107525.07,1,No,8,No,0,9677256.3
15730639,€139224.92,2,No,7,No,0,12530242.8
15672132,€121453.63,1,No,7,No,0,10930826.7
15742638,€0.0,2,Yes,4,Yes,0,0
15578603,€77354.37,1,No,1,No,1,6961893.3
15726088,€0.0,1,Yes,6,Yes,0,0
15682533,€79259.99,1,Yes,7,Yes,0,7133399.1
15772995,€116295.29,1,No,2,No,0,10466576.1
15765694,€0.0,1,Yes,1,Yes,1,0
15659486,€74309.81,1,No,9,No,0,6687882.9
15568963,€152797.9,1,No,2,No,1,13751811
15703820,€133701.07,2,No,9,No,1,12033096.3
15569410,€114430.18,2,Yes,7,Yes,0,10298716.2
15632256,€127504.57,1,No,7,No,0,11475411.3
15724466,€84113.41,1,No,2,No,0,7570206.9
15777639,€101126.66,2,No,10,No,0,9101399.4
15802501,€103564.83,2,No,5,No,0,9320834.7
15778410,€0.0,1,Yes,7,Yes,1,0
15670702,€168178.21,2,Yes,2,Yes,0,15136038.9
15704763,€143903.11,1,Yes,1,Yes,1,12951279.9
15645544,€129753.69,1,No,5,No,0,11677832.1
15757646,€0.0,2,No,9,No,0,0
15701121,€110641.18,1,Yes,5,Yes,1,9957706.2
15796313,€166909.2,2,No,4,No,1,15021828
15815660,€154139.45,1,Yes,1,Yes,0,13872550.5
15602844,€97459.06,1,No,7,No,0,8771315.4
15636238,€0.0,2,Yes,1,Yes,0,0
15770101,€112088.04,2,Yes,6,Yes,0,10087923.6
15645543,€0.0,2,Yes,3,Yes,0,0
15596397,€0.0,2,Yes,7,Yes,0,0
15770525,€141038.57,2,No,1,No,0,12693471.3
15684267,€84468.67,2,Yes,2,Yes,0,7602180.3
15689980,€118520.26,1,No,4,No,1,10666823.4
15633260,€142663.46,1,Yes,1,Yes,0,12839711.4
15756471,€118627.16,2,Yes,4,Yes,0,10676444.4
15721303,€137523.02,1,No,1,No,0,12377071.8
15802256,€110976.23,2,No,7,No,0,9987860.7
15725664,€107283.4,1,No,8,No,0,9655506
15674851,€0.0,2,No,5,No,0,0
15701946,€124314.45,1,No,4,No,0,11188300.5
15748947,€95858.37,1,Yes,5,Yes,0,8627253.3
15673342,€0.0,2,No,2,No,0,0
15601008,€0.0,2,No,8,No,0,0
15771636,€0.0,1,No,0,No,0,0
15642002,€117707.18,2,No,6,No,1,10593646.2
15693381,€135289.33,2,Yes,1,Yes,0,12176039.7
15607691,€174060.46,1,Yes,8,Yes,0,15665441.4
15589380,€114446.84,2,Yes,3,Yes,0,10300215.6
15603846,€0.0,2,No,2,No,1,0
15753549,€157848.53,1,No,1,No,1,14206367.7
15725355,€0.0,1,Yes,8,Yes,0,0
15773017,€0.0,2,Yes,6,Yes,0,0
15625641,€108071.36,2,Yes,3,Yes,0,9726422.4
15776467,€14262.8,2,No,8,No,0,1283652
15746451,€102749.72,1,Yes,7,Yes,0,9247474.8
15777922,€161757.87,2,Yes,1,Yes,0,14558208.3
15606841,€0.0,2,No,1,No,0,0
15757648,€95698.79,1,Yes,5,Yes,0,8612891.1
15677173,€124969.13,1,No,9,No,0,11247221.7
15764170,€93960.35,1,No,4,No,1,8456431.5
15610446,€88308.87,3,No,4,No,1,7947798.3
15612776,€0.0,2,Yes,10,Yes,0,0
15794122,€0.0,2,Yes,3,Yes,0,0
15774931,€112935.87,1,Yes,7,Yes,0,10164228.3
15779247,€98567.1,1,No,8,No,0,8871039
15707078,€180530.51,1,No,1,No,0,16247745.9
15605263,€140931.57,1,Yes,5,Yes,0,12683841.3
15607381,€148913.72,2,No,7,No,0,13402234.8
15683471,€0.0,2,No,7,No,0,0
15605037,€0.0,1,Yes,2,Yes,1,0
15576085,€0.0,2,No,5,No,0,0
15770435,€115335.32,2,Yes,6,Yes,0,10380178.8
15592994,€0.0,2,Yes,0,Yes,0,0
15624068,€0.0,2,Yes,0,Yes,0,0
15595221,€134678.13,1,No,7,No,0,12121031.7
15637131,€0.0,2,No,9,No,0,0
15613471,€90547.48,2,Yes,2,Yes,0,8149273.2
15583499,€103324.78,1,Yes,9,Yes,0,9299230.2
15752816,€114590.58,1,No,3,No,0,10313152.2
15804075,€91286.51,1,No,3,No,0,8215785.9
15800517,€163340.12,2,Yes,5,Yes,0,14700610.8
15712319,€150900.29,2,Yes,8,Yes,0,13581026.1
15797389,€124577.33,1,Yes,9,Yes,0,11211959.7
15621432,€0.0,2,No,1,No,0,0
15779390,€91292.7,1,Yes,4,Yes,0,8216343
15711219,€93716.72,1,Yes,8,Yes,1,8434504.8
15770498,€111723.08,1,Yes,4,Yes,0,10055077.2
15678727,€110765.68,1,No,4,No,1,9968911.2
15573893,€173459.45,2,Yes,9,Yes,0,15611350.5
15740104,€169649.73,2,Yes,7,Yes,1,15268475.7
15792649,€0.0,2,No,9,No,0,0
15605275,€116917.07,1,No,8,No,1,10522536.3
15572467,€0.0,2,Yes,5,Yes,0,0
15738219,€0.0,2,Yes,7,Yes,0,0
15600710,€0.0,1,No,0,No,0,0
15804394,€130627.66,1,No,8,No,1,11756489.4
15694188,€56580.95,2,Yes,5,Yes,0,5092285.5
15583718,€142316.14,1,Yes,6,Yes,0,12808452.6
15802478,€0.0,2,Yes,6,Yes,0,0
15619343,€152759.0,2,No,7,No,1,13748310
15758813,€109733.2,2,No,0,No,1,9875988
15761374,€117444.51,1,Yes,9,Yes,0,10570005.9
15569209,€76001.57,1,Yes,5,Yes,0,6840141.3
